資料集名稱,主題分類,資料集描述,主要欄位說明
臺北市水利處基地台(中繼站),水利,水利處基地台中繼站位置提供TWD97及WGS84座標,identifica(識別碼)、name(中繼站)、Longitude、Latitude、district(行政區)、X坐標(X_97座標)、Y坐標(Y_97座標)
臺北市兒童新樂園園區資訊,交通,兒童新樂園園區營運時間及門票資訊、13項遊樂設施介紹、其他遊樂設施介紹、設施設備位置、園區美食商品、兒童劇場、樹蛙表演場、停車場資訊、大眾運輸轉乘資訊及開車路線資訊,項次、項目、詳細說明、更新日期、生效日期
臺北市文化局文化藝術財團法人一覽表,文化,臺北市文化局文化藝術財團法人之名稱、地址等資料,編號、基金會名稱、縣市別代碼、縣市、登記會址
臺北市政府產業發展局主管6間政府捐助財團法人預算書及決算書,統計,提供臺北市政府產業發展局主管6間政府捐助財團法人預算書及決算書資訊。,年度、財團法人、預算書網址、決算書網址、備註
臺北市號誌位置,交通,提供臺北市政府轄管號誌之位置經緯度座標(WGS)資訊,流水號、地點(路口名稱)、行政區、WGSX(WGS經度座標)、WGSY(WGS緯度座標)
臺北市交通管制工程處無障礙設施設置資料,交通,臺北市交通管制工程處有聲號誌設置地點,項次、路口、行政區、號誌編號、WGS84經度座標、WGS84緯度座標
臺北市機車例外管制路口列表,交通,提供三(含)車道以上例外開放機車直接左轉路口、臺北市二車道路段例外實施兩段式左轉管制清冊、臺北市開放機車行駛第3車道路段列表,編號、分區、路口、方向、開放時間
臺北市平面道路禁行機車,交通,臺北市平面道路禁行機車列表,縣市別代碼、地址-行政區域代碼、行政區、路名、方向、起點、迄點、速限、管制原因、建議替代動線
臺北市資訊可變標誌(CMS)靜態資料,交通,配合交通部即時路況資料標準v2.0提供資訊可變標誌(CMS)靜態資料,資料名稱、介接網址、欄位說明、檔案格式、更新頻率
臺北市車輛偵測器(VD)資料,交通,"車輛偵測器(VD)蒐集之道路資訊(原始檔案為XML格式)
資料欄位說明、更新頻率以實際檔案內為主。","縣市、檔案名稱、介接網址、主要欄位說明、更新頻率
"
臺北市市區自行車道,交通,自行車道資料,路段序號、自行車道路線編號、路段名稱、路段起點描述、路段迄點描述、縣市別、鄉鎮別、管養單位、所屬道路寬度（M）、自行車道車行方向、自行車道類型、自行車道鋪面類別、自行車道長度（M）、自行車道寬度（M）、自行車道道路結構、補助經費（百萬元）、補助機關、完工日期、路徑（X）、路徑（Y）、備註，資料及欄位代號來自自行車道資料建置平台bikeway.nlma.gov.tw/Bikeway/
臺北市公車專用道,交通,公車專用道資料,路線、路段、起點、終點、長度、佈設方式、行駛方向、實施日期
臺北市標誌資料(10條快速道路及34條主次要幹道),交通,臺北市10條快速道路及34條主次要幹道標誌資料,標誌型式、標誌內容、附牌、方向、座標
臺北市市區道路速限表,交通,臺北市市區道路行車速限別於法定速限（50公里）之道路及路段 (本表僅供參考，依據現場標誌為準。),縣市別代碼、類別、路段、速限、備註
臺北市有效農機使用證之農機數量,農業,臺北市有效農機使用證之農機數量(113年底)。,項目、松山區[數量]、信義區[數量]、大安區[數量]、中山區[數量]、中正區[數量]、大同區[數量]、萬華區[數量]、文山區[數量]、南港區[數量]、內湖區[數量]、士林區[數量]、北投區[數量]
臺北市環境保護局歲出預決算數,環保,臺北市環境保護局歲出預決算數-108年度起,年、科目、預算金額（元）、決算金額（元）、決算數占預算數（％）
臺北市環境保護基金預決算,環保,臺北市環境保護基金預決算數,年度、基金名稱、收入預算數、收入決算數、收入執行率（%）、支出預算數、支出決算數、支出執行率（%）
臺北市各農會信用部總機構數及存放款餘額,農業,臺北市各農會信用部總機構數及存放款餘額(113年底)。,農會別、機構數[家]、存款餘額[千元]-總計、存款餘額[千元]-活期、存款餘額[千元]-定期、存款餘額[千元]-儲蓄存款、放款餘額[千元]-總計、放款餘額[千元]-無擔保、放款餘額[千元]-擔保
臺北市有機農場,農業,臺北市取得有機驗證之有機農場名單。,編號、農場名稱、農友姓名、通訊地址、認證字號、面積（公頃）、食農教育體驗、飼養蜜蜂、飼養雞隻、備註
臺北市農業類農情調查資料,農業,農業類農情調查資料。,名稱、行政區、種植面積-公頃、收穫面積-公頃、每公頃平均產量-公斤、產量-公斤
臺北市竹子湖海芋及繡球花觀光農園資料,農業,竹子湖海芋及繡球花觀光農園資料。,序號、農園主、農園名稱、聯絡電話[市話]、聯絡電話[行動電話]、位置及經營項目
臺北市政府警察局警力員額統計,治安,警察局警力員額統計,"年別、編制員額數量、預算員額數量、現有員額數量、備註
"
臺北市政府警察局文具物品管理表,統計,北市警局文具物品使用數量,編號、物品編號、名稱/規格、單位、盤點前帳面數、盤點數、備註
臺北市稅捐稽徵處及分處聯絡資訊,財稅,臺北市稅捐稽徵處及各分處電話、傳真、地址、電子信箱等聯絡資訊,單位、電話號碼、傳真號碼、地址、電子信箱
臺北市撤銷裁罰非法經營旅館業及網路刊登非法旅館營業訊息名單,觀光,臺北市政府撤銷裁罰「非法經營旅館業」及「網路刊登非法旅館營業訊息」之名單。,名稱、名單型式、依據法規、更新日期、網址、縣市、縣市代碼
臺北市平面媒體廣告及新聞處理情形,統計,臺北市平面媒體廣告及新聞處理情形時間數列統計資料,統計期、違反兒童及少年性剝削防制條例新聞及廣告/案件數[則]、違反兒童及少年性剝削防制條例新聞及廣告/處分數[件]、違反兒童及少年性剝削防制條例新聞及廣告/處分金額[萬元]、違反菸酒管理法廣告/案件數[則]、違反菸酒管理法廣告/處分數[件]、違反菸酒管理法廣告/處分金額[萬元]、違反性騷擾防治法新聞/案件數[則]、違反性騷擾防治法新聞/處分數[件]、違反性騷擾防治法新聞/處分金額[萬元]、違反兒童及少年福利與權益保障法新聞/案件數[則]、違反兒童及少年福利與權益保障法新聞/處分數[件]、違反兒童及少年福利與權益保障法新聞/處分金額[萬元]、違反性侵害犯罪防治法新聞/案件數[則]、違反性侵害犯罪防治法新聞/處分數[件]、違反性侵害犯罪防治法新聞/處分金額[萬元]、違反人口販運防制法新聞/案件數[則]、違反人口販運防制法新聞/處分數[件]、違反人口販運防制法新聞/處分金額[萬元]
新北市站位資訊,交通,"資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市定點車機資訊,交通,資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市車輛基本資訊,交通,"資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市定時車機資訊,交通,資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市車機異常資訊,交通,資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市附屬路線與路線對應資訊,交通,"資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市機動班次時刻表,交通,"資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市路線及營業站對應,交通,資料集說明文詳如https://pto.gov.taipei/News_Content.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079&s=C668AE404DCD2EFE,資料名稱(資料集名稱)、縣市(縣市)、縣市代碼(縣市代碼)、介接網址(網址)、欄位說明(欄位說明)、檔案格式(格式)、說明文件網址(網址)、更新頻率(更新頻率)
新北市預估到站時間,交通,"資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市智慧型站牌,交通,資料集說明文件詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市智慧型站牌所屬路線,交通,"資料集說明文詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市業者營運基本資料,交通,資料集說明文詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市預定班表資訊,交通,"資料集說明文詳如https://www.pto.gov.taipei/News.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079
",資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市站牌,交通,新北市站牌資料集，說明文件詳如https://pto.gov.taipei/News_Content.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079&s=C668AE404DCD2EFE,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市路線,交通,文件請參閱以下連結https://pto.gov.taipei/News_Content.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079&s=C668AE404DCD2EFE,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
新北市公車路線軌跡,交通,新北市公車路線軌跡資料，說明文件詳如https://www.pto.gov.taipei/News_Content.aspx?n=A1DF07A86105B6BB&sms=2479B630A6BD8079&s=C668AE404DCD2EFE,資料名稱、縣市、縣市代碼、介接網址、欄位說明、檔案格式、說明文件網址、更新頻率
